Count;InterProID;pubmeds;Name;ShortDescription
2;IPR020568;"pubmed:15766533
pubmed:19536198";Ribosomal protein uS5 domain 2-type superfamily;"<p>The founding member of this superfamily is the second domain of the small ribosomal subunit protein uS5. This domain adopts α/β fold consisting of four-stranded mixed β-sheet and two helices packed on one side of it. Typical features for this superfamily are the psi-loop between strands 2 and 3; and the left-handed crossover between strands 3 and 4.</p>; <p>Domain 2 of the ribosomal protein uS5 has a left-handed, 2-layer α/β fold with a core structure consisting of β(3)-α-β-α. Domains with this fold are found in numerous RNA/DNA-binding proteins, as well as in kinases from the GHMP kinase family.  Proteins containing this α/β fold domain include:</p>

<ul>
<li>Translational machinery components  (ribosomal proteins S5 and S9, and domain IV of elongation factors EF-G and eEF-2) [[cite:PUB00034480]].</li>
<li>Ribonuclease P protein (RNase P) [[cite:PUB00034481]].</li>
<li>Ribonuclease PH (domain 1) [[cite:PUB00029653]], as well as various exosome complex exonucleases (RRP41, RRP42, RRP43, RRP45, RRP46, MTR3, ECX1, ECX2) [[cite:PUB00035569]].</li>
<li>DNA modification proteins (DNA mismatch repair proteins MutL and PMS2, DNA gyrase B, DNA topoisomerase II, IV-B and VI-B) [[cite:PUB00024488]].</li>
<li>GHMP kinases that transfer a phosphoryl group from ATP to an acceptor (galactokinase ([ec:2.7.1.6]), homoserine kinase ([ec:2.7.1.39]), and mevalonate kinase ([ec:2.7.1.36])) [[cite:PUB00034482], [cite:PUB00015644]].</li>
<li>Caenorhabditis elegans early switch protein Xol-1 (a divergent member of the GHMP kinase family that has lost the ATP-binding site) [[cite:PUB00016021]].</li>
<li>Hsp90 chaperone (middle domain), which is related to the DNA gyrase/MutL family [[cite:PUB00035354]]; this domain contains an extra C-terminal α/β subdomain.</li>
<li>Imidazole glycerol phosphate dehydratase, which contains a duplication consisting of two structural repeats of this fold [[cite:PUB00022600]].</li>
<li>The catalytic domain of ATP-dependent protease Lon (La), which contains an extra C-terminal α/β subdomain [[cite:PUB00030777]].</li>
<li>Formaldehyde-activating enzyme FAE, which contains a modification of this fold consisting of an extra α/β unit after strand 2 [[cite:PUB00038434]].</li>
</ul>"
2;IPR003594;"pubmed:15766533
pubmed:19536198";Histidine kinase/HSP90-like ATPase domain;<p>This domain is found in several ATP-binding proteins, including: histidine kinase [[cite:PUB00030541]], DNA gyrase B, topoisomerases [[cite:PUB00022659]], heat shock protein HSP90 [[cite:PUB00031400], [cite:PUB00031884], [cite:PUB00031942]], phytochrome-like ATPases and DNA mismatch repair proteins. The fold of this domain consists of two layers, α/β, which contains an 8-stranded mixed β-sheet.</p>
2;IPR036890;"pubmed:15766533
pubmed:19536198";Histidine kinase/HSP90-like ATPase superfamily;"<p>This domain superfamily is found in several ATP-binding proteins, including: DNA mismatch repair protein MutL, Chaperone protein HtpG, DNA gyrase subunit B, Anti-sigma F factor, histidine kinase [[cite:PUB00030541]], topoisomerases [[cite:PUB00022659]], heat shock protein HSP90 [[cite:PUB00031400], [cite:PUB00031884], [cite:PUB00031942]], phytochrome-like ATPases and DNA mismatch repair proteins. The fold of this domain consists of two layers, α/β, which contains an 8-stranded mixed β-sheet.</p>; <p>DNA mismatch repair protein MutL is an essential component of the methyl-directed mismatch repair (MMR) system, which corrects replication errors and maintains genomic integrity. MutL functions in the Dam-dependent MMR pathway, where the methylation status of GATC sequences is used to distinguish the parental strand from the newly synthesised strand containing the replication error. MutL acts as a molecular matchmaker, facilitating the ATP-dependent assembly of stable complexes between DNA-binding proteins involved in the repair process without itself remaining part of the final effector complex. Following mismatch recognition by MutS, MutL is recruited to the site of damage, where it coordinates downstream repair events, including activation of the endonuclease MutH and recruitment of the UvrD helicase and exonucleases required for excision of the error-containing strand. The ATPase activity of MutL, mediated by its N-terminal GHKL domain, is essential for these functions, driving the conformational changes necessary for proper coordination of the repair machinery [[cite:PUB00163295], [cite:PUB00023516]].</p>"
2;IPR019805;"pubmed:15766533
pubmed:19536198";Heat shock protein Hsp90, conserved site;"<p>Prokaryotes and eukaryotes respond to heat shock and other forms of environmental stress by inducing synthesis of heat-shock proteins (hsp) [[cite:PUB00000102]]. The 90kDa heat shock protein, Hsp90, is one of the most abundant proteins in eukaryotic cells, comprising 1-2% of cellular proteins under non-stress conditions [[cite:PUB00014968]]. Its contribution to various cellular processes including signal transduction, protein folding, protein degradation and morphological evolution has been extensively studied [[cite:PUB00002788], [cite:PUB00005421]]. The full functional activity of Hsp90 is gained in concert with other co-chaperones, playing an important role in the folding of newly synthesised proteins and stabilisation and refolding of denatured proteins after stress. Apart from its co-chaperones, Hsp90 binds to an array of client proteins, where the co-chaperone requirement varies and depends on the actual client.</p>

<p>The sequences of hsp90s show a distinctive domain structure, with a highly-conserved N-terminal domain separated from a conserved, acidic C-terminal domain by a highly-acidic, flexible linker region.</p>

<p>The signature pattern for the hsp90 family of proteins is located in a highly conserved region found in the N-terminal part of these proteins.</p>"
2;IPR037196;"pubmed:15766533
pubmed:19536198";HSP90, C-terminal domain;"<p>This entry represents the C-terminal domain of HPS90. Structurally, this domain has an α-β(3)-α(3) fold arranged in two layers (α/β) with mixed β-sheet and crossing loops.</p>; <p>Molecular chaperones, or heat shock proteins (Hsps) are ubiquitous proteins that act to maintain proper protein folding within the cell [[cite:PUB00035214]]. They assist in the folding of nascent polypeptide chains, and are also involved in the refolding of denatured proteins following proteotoxic stress. As their name implies, the heat shock proteins were first identified as proteins that were up-regulated under conditions of elevated temperature. However, subsequent studies have shown that increased Hsp expression is induced by a variety of cellular stresses, including oxidative stress and inflammation. Five major Hsp families have been determined, and are categorized according to their molecular size (Hsp100, Hsp90, Hsp70, Hsp60, and the small Hsps). Hsps are involved in a variety of cellular processes that are ATP-dependent. These include: prevention of protein aggregation, protein degradation, protein trafficking, and maintenance of signalling proteins in a conformation that permits activation.</p>

<p>Hsp90 chaperones are unique in their ability to regulate a specific subset of cellular signalling proteins that have been implicated in disease processes, including intracellular protein kinases, steroid hormone receptors, and growth factor receptors [[cite:PUB00035215], [cite:PUB00112352], [cite:PUB00112353], [cite:PUB00141629], [cite:PUB00141630], [cite:PUB00141631], [cite:PUB00141642]].</p>"
1;IPR024057;"imex:IM-30059
pubmed:39251607";Nucleoplasmin core domain;"<p>This entry represents the core structural domain for the nucleoplasmin (Np) family of histone chaperone proteins. This core domain is formed by an 8-stranded β barrel [[cite:PUB00032376]].</p>

<p>The three branches of the Np family, including nucleophosmin (NO38/B23), nucleoplasmin (Np), and nucleoplasmin-like proteins (NLP), bind core histones and assemble nucleosomes<i>in vitro</i>assays. Even though they have different histone preferences, it has been suggested that Np family members may share a general mechanism for binding histones [[cite:PUB00032376]].</p>"
1;IPR032569;"imex:IM-30059
pubmed:39251607";Nucleophosmin, C-terminal;<p>This domain, approximately 50 residues in length, is mainly found in C-terminal region of nucleophosmin from animals [[cite:PUB00076527]]. Nucleophosmin (also known as  NPM1/B23) is a multifunctional protein that is involved in a number of cellular activities, such as ribosome maturatation and export, centrosome duplication, and response to stress stimuli [[cite:PUB00076527]]. Although it shuttles rapidly between the nucleus and the cytoplasm, a large fraction of NPM1/B23 resides in the nucleoli [[cite:PUB00076528]]. Mutations of the NPM1 gene has been linked to acute myeloid leukemia [[cite:PUB00066091]].</p>
1;IPR004301;"imex:IM-30059
pubmed:39251607";Nucleoplasmin family;"<p>The nucleoplasmin family includes nucleophosmin, nucleoplasmin and nucleoplasmin-like proteins. Nucleophosmin (also known as  NPM1/B23) is a multifunctional protein that is involved in a number of cellular activities, such as ribosome maturatation and export, centrosome duplication, and response to stress stimuli [[cite:PUB00076527]]. Nucleoplasmin (NPM2) is a histone chaperone for histones H2A-H2B and is highly expressed in the oocyte and through the early stages of embryogenesis [[cite:PUB00076530]].</p>


<p>Mutations of the NPM1 gene has been linked to acute myeloid leukemia [[cite:PUB00066091]].</p>"
1;IPR036824;"imex:IM-30059
pubmed:39251607";Nucleoplasmin core domain superfamily;"<p>This entry represents the core structural domain superfamily for the nucleoplasmin (Np) family of histone chaperone proteins. This core domain is formed by an 8-stranded β barrel [[cite:PUB00032376]].</p>

<p>The three branches of the Np family, including nucleophosmin (NO38/B23), nucleoplasmin (Np), and nucleoplasmin-like proteins (NLP), bind core histones and assemble nucleosomes<i>in vitro</i>assays. Even though they have different histone preferences, it has been suggested that Np family members may share a general mechanism for binding histones [[cite:PUB00032376]].</p>"
1;IPR042052;"doi:10.1016/j.cell.2021.04.011
doi:10.1038/nature22366
imex:IM-25778
imex:IM-29278
pubmed:28514442
pubmed:33961781";HSPA4, nucleotide-binding domain;"<p>Human HSPA4 (also known as 70kDa heat shock protein 4, APG-2, HS24/P52, hsp70 RY, and HSPH2) responds to acidic pH stress, is involved in the radioadaptive response, is required for normal spermatogenesis and is overexpressed in hepatocellular carcinoma [[cite:PUB00092330], [cite:PUB00092380], [cite:PUB00092393]]. It participates in a pathway along with NBS1 (Nijmegen breakage syndrome 1, also known as p85 or nibrin), heat shock transcription factor 4b (HDF4b), and HSPA14 (belonging to a different HSP70 subfamily) that induces tumor migration, invasion, and transformation [[cite:PUB00092330]]. HSPA4 expression in sperm was increased in men with oligozoospermia, especially in those with varicocele [[cite:PUB00092389]]. HSPA4 belongs to the 105/110kDa heat shock protein (HSP105/110) subfamily of the HSP70-like family [[cite:PUB00092391]]. HSP105/110s are believed to function generally as co-chaperones of HSP70 chaperones, acting as nucleotide exchange factors (NEFs), to remove ADP from their HSP70 chaperone partners during the ATP hydrolysis cycle. HSP70 chaperones assist in protein folding and assembly, and can direct incompetent 'client' proteins towards degradation. Like HSP70 chaperones, HSP105/110s have an N-terminal nucleotide-binding domain (NBD) and a C-terminal substrate-binding domain (SBD) [[cite:PUB00092303]].</p>

<p>This entry represents the N-terminal nucleotide-binding domain of HSPA4.</p>"
