PartnerUniProtID,Publications
Q8IWL3,imex:IM-25655|pubmed:28380382
Q8IX21,imex:IM-24272|pubmed:26496610
Q8IZE3,doi:10.1074/mcp.ra118.000924|imex:IM-26653|pubmed:30021884
Q8IZN7,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8N122,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8N2G4,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8N3H0,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8N4V1,imex:IM-25472|pubmed:32296183
Q8N6L0,imex:IM-25472|pubmed:32296183
Q8N720,imex:IM-25472|pubmed:32296183
Q8N9I0,imex:IM-25472|pubmed:32296183
Q8NBD8,imex:IM-25472|pubmed:32296183
Q8NBJ5,imex:IM-24272|pubmed:26496610
Q8NBM4,imex:IM-24272|pubmed:26496610
Q8NBM8,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q8NFH8,imex:IM-24272|pubmed:26496610
Q8R034,imex:IM-24272|pubmed:26496610
Q8TAF8,imex:IM-25472|pubmed:32296183
Q8TEB9,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8TF66,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WW62,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q8WWF1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WXA2,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WYP5,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WZ42,imex:IM-16425|pubmed:23414517
Q92187,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q92478,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
