PartnerUniProtID,Publications
Q6UX41,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q6UXB1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q6UXE8,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q6XE38,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q71RC2,imex:IM-30059|pubmed:39251607
Q7KT16,imex:IM-16527|pubmed:25294943
Q7LGA3,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q7RTP6,imex:IM-24272|pubmed:26496610
Q7Z4W2,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q86SR1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q86T26,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q86V48,imex:IM-24272|pubmed:26496610
Q86VS8,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q86X19,imex:IM-24512|pubmed:26638075
Q86YD3,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q86YD3-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q8I0N3,imex:IM-16527|pubmed:25294943
Q8IGJ0-1,imex:IM-16527|pubmed:25294943
Q8IUH5,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8IUR0,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8IV16,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8IVM8,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8IYB8,imex:IM-30059|pubmed:39251607
Q8IZP0,imex:IM-26434|pubmed:31980649
Q8N1N0,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8N5P1,imex:IM-30059|pubmed:39251607
Q8N6Y1,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q8NAC3-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q8TC27,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q8WUY1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WVQ1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WW62,doi:10.1016/j.cell.2021.04.011|doi:10.1038/nature22366|imex:IM-25778|imex:IM-29278|pubmed:28514442|pubmed:33961781
Q8WWF1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
