# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9Y5W5	uniprotkb:Q92979	uniprotkb:Q8WVG4|uniprotkb:Q6UXI1|ensembl:ENSP00000286574.4|intact:EBI-3922719|uniprotkb:Q9Y5W5	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:wif1_human(display_short)|psi-mi:Wnt inhibitory factor 1(display_long)|uniprotkb:UNQ191/PRO217(orf name)|uniprotkb:WIF1(gene name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54841072|imex:IM-29278-18671	intact-miscore:0.35
uniprotkb:P33750	uniprotkb:Q06287	uniprotkb:D6VXZ1|intact:EBI-17651|uniprotkb:P33750	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:dca13_yeast(display_short)|psi-mi:Protein SOF1(display_long)|uniprotkb:SOF1(gene name)|uniprotkb:U3 small nucleolar RNA-associated protein SOF1(gene name synonym)|uniprotkb:YLL011W(locus name)|uniprotkb:L1339(orf name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52383068|imex:IM-29986-447	intact-miscore:0.35
uniprotkb:P40362	uniprotkb:Q06287	uniprotkb:D6VWB4|intact:EBI-4534|uniprotkb:P40362	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:utp18_yeast(display_short)|psi-mi:U3 small nucleolar RNA-associated protein 18(display_long)|uniprotkb:UTP18(gene name)|uniprotkb:U three protein 18(gene name synonym)|uniprotkb:HRE594(orf name)|uniprotkb:J1098(orf name)|uniprotkb:YJL069C(locus name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52383144|imex:IM-29986-453	intact-miscore:0.35
uniprotkb:P38882	uniprotkb:Q06287	uniprotkb:D3DLE4|intact:EBI-24892|uniprotkb:P38882	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:utp9_yeast(display_short)|psi-mi:U3 small nucleolar RNA-associated protein 9(display_long)|uniprotkb:UTP9(gene name)|uniprotkb:t-UTP9(gene name synonym)|uniprotkb:U three protein 9(gene name synonym)|uniprotkb:U3 protein 9 required for transcription(gene name synonym)|uniprotkb:YHR196W(locus name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52384377|imex:IM-29986-469	intact-miscore:0.64
uniprotkb:P38792	uniprotkb:Q06287	uniprotkb:D3DL18|intact:EBI-1757|uniprotkb:P38792	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:rrp4_yeast(display_short)|psi-mi:Exosome complex component RRP4(display_long)|uniprotkb:RRP4(gene name)|uniprotkb:YHR069C(locus name)|uniprotkb:Ribosomal RNA-processing protein 4(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Michaelis AC. et al.(2023)	intact:EBI-52311758|pubmed:37968396|imex:IM-29986	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-52384434|imex:IM-29986-471	intact-miscore:0.35
uniprotkb:P25586	uniprotkb:Q06287	uniprotkb:D6VQV7|intact:EBI-21773|uniprotkb:P25586	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:krr1_yeast(display_short)|psi-mi:KRR1 small subunit processome component(display_long)|uniprotkb:KRR-R motif-containing protein 1(gene name synonym)|uniprotkb:Ribosomal RNA assembly protein KRR1(gene name synonym)|uniprotkb:YCL59C(orf name)|uniprotkb:YCL059C(locus name)|uniprotkb:KRR1(gene name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Grandi P. et al.(2002)	intact:EBI-1992171|pubmed:12150911	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-619349	intact-miscore:0.64
uniprotkb:Q99207	uniprotkb:Q06287	uniprotkb:D6VRK0|intact:EBI-35157|uniprotkb:Q99207	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:nop14_yeast(display_short)|psi-mi:Nucleolar complex protein 14(display_long)|uniprotkb:NOP14(gene name)|uniprotkb:U three protein 2(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 2(gene name synonym)|uniprotkb:D1566(orf name)|uniprotkb:YDL148C(locus name)|uniprotkb:UTP2(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	Liu PC. et al.(2001)	intact:EBI-10902039|pubmed:11694595|imex:IM-24374	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10902061|imex:IM-24374-1	intact-miscore:0.83
uniprotkb:Q99207	uniprotkb:Q06287	uniprotkb:D6VRK0|intact:EBI-35157|uniprotkb:Q99207	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:nop14_yeast(display_short)|psi-mi:Nucleolar complex protein 14(display_long)|uniprotkb:NOP14(gene name)|uniprotkb:U three protein 2(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 2(gene name synonym)|uniprotkb:D1566(orf name)|uniprotkb:YDL148C(locus name)|uniprotkb:UTP2(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liu PC. et al.(2001)	intact:EBI-10902039|pubmed:11694595|imex:IM-24374	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10902110|imex:IM-24374-2	intact-miscore:0.83
uniprotkb:Q99207	uniprotkb:Q06287	uniprotkb:D6VRK0|intact:EBI-35157|uniprotkb:Q99207	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:nop14_yeast(display_short)|psi-mi:Nucleolar complex protein 14(display_long)|uniprotkb:NOP14(gene name)|uniprotkb:U three protein 2(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 2(gene name synonym)|uniprotkb:D1566(orf name)|uniprotkb:YDL148C(locus name)|uniprotkb:UTP2(gene name synonym)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liu PC. et al.(2001)	intact:EBI-10902039|pubmed:11694595|imex:IM-24374	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-10902150|imex:IM-24374-3	intact-miscore:0.83
uniprotkb:Q06287	uniprotkb:P07991	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VZ72|intact:EBI-12430|uniprotkb:P07991	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:oat_yeast(display_short)|psi-mi:Ornithine aminotransferase(display_long)|uniprotkb:CARGB(gene name synonym)|uniprotkb:YLR438W(locus name)|uniprotkb:L9753.2(orf name)|uniprotkb:Ornithine--oxo-acid aminotransferase(gene name synonym)|uniprotkb:CAR2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290859|dip:DIP-91531E|imex:IM-8299-592	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P00890	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6W1H7|intact:EBI-4708|uniprotkb:P00890	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:cisy1_yeast(display_short)|psi-mi:Citrate synthase, mitochondrial(display_long)|uniprotkb:GLU3(gene name synonym)|uniprotkb:LYS6(gene name synonym)|uniprotkb:YNR001C(locus name)|uniprotkb:N2019(orf name)|uniprotkb:CIT1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290859|dip:DIP-91531E|imex:IM-8299-592	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:P12709	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VQJ0|intact:EBI-7238|uniprotkb:P12709	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:g6pi_yeast(display_short)|psi-mi:Glucose-6-phosphate isomerase(display_long)|uniprotkb:YBR196C(locus name)|uniprotkb:YBR1406(orf name)|uniprotkb:Phosphoglucose isomerase(gene name synonym)|uniprotkb:Phosphohexose isomerase(gene name synonym)|uniprotkb:PGI1(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ho Y. et al.(2002)	pubmed:11805837|doi:10.1038/415180a|intact:EBI-16263388|imex:IM-8299	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-16290859|dip:DIP-91531E|imex:IM-8299-592	intact-miscore:0.35
uniprotkb:Q06287	uniprotkb:Q99207	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	uniprotkb:D6VRK0|intact:EBI-35157|uniprotkb:Q99207	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)|IntAct:EMG1(author assigned name)	psi-mi:nop14_yeast(display_short)|psi-mi:Nucleolar complex protein 14(display_long)|uniprotkb:NOP14(gene name)|uniprotkb:U three protein 2(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 2(gene name synonym)|uniprotkb:D1566(orf name)|uniprotkb:YDL148C(locus name)|uniprotkb:UTP2(gene name synonym)|IntAct:Utp2(author assigned name)	psi-mi:"MI:0397"(two hybrid array)	Vincent NG. et al.(2017)	intact:EBI-15481878|doi:10.1261/rna.062927.117|pubmed:29054886|imex:IM-25795	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-16690668|imex:IM-25795-87	intact-miscore:0.83|author-based confidence:0.93
uniprotkb:Q99207	uniprotkb:Q06287	uniprotkb:D6VRK0|intact:EBI-35157|uniprotkb:Q99207	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:nop14_yeast(display_short)|psi-mi:Nucleolar complex protein 14(display_long)|uniprotkb:NOP14(gene name)|uniprotkb:U three protein 2(gene name synonym)|uniprotkb:U3 small nucleolar RNA-associated protein 2(gene name synonym)|uniprotkb:D1566(orf name)|uniprotkb:YDL148C(locus name)|uniprotkb:UTP2(gene name synonym)|IntAct:Utp2(author assigned name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)|IntAct:EMG1(author assigned name)	psi-mi:"MI:0397"(two hybrid array)	Vincent NG. et al.(2017)	intact:EBI-15481878|doi:10.1261/rna.062927.117|pubmed:29054886|imex:IM-25795	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-16691746|imex:IM-25795-773	intact-miscore:0.83|author-based confidence:0.99
uniprotkb:Q9UNA1-1	uniprotkb:Q92979	ensembl:ENSP00000274498.4|intact:EBI-25412129|uniprotkb:Q9UNA1-1	uniprotkb:O00675|uniprotkb:O00726|ensembl:ENSP00000470560.1|intact:EBI-718638|uniprotkb:Q92979	psi-mi:q9una1-1(display_short)|psi-mi:Rho GTPase-activating protein 26(display_long)|uniprotkb:GTPase regulator associated with focal adhesion kinase(gene name synonym)|uniprotkb:Oligophrenin-1-like protein(gene name synonym)|uniprotkb:Rho-type GTPase-activating protein 26(gene name synonym)|uniprotkb:GRAF(gene name synonym)|uniprotkb:KIAA0621(gene name synonym)|uniprotkb:OPHN1L(gene name synonym)|uniprotkb:ARHGAP26(gene name)|IntAct:ARHGAP26(author assigned name)	psi-mi:nep1_human(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:"18S rRNA (pseudouridine(1248)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Ribosome biogenesis protein NEP1(gene name synonym)|uniprotkb:18S rRNA Psi1248 methyltransferase(gene name synonym)|uniprotkb:C2F(gene name synonym)|uniprotkb:Protein C2f(gene name synonym)|uniprotkb:Nucleolar protein EMG1 homolog(gene name synonym)|IntAct:EMG1(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Muller P. M. et al.(2020)	intact:EBI-25398213|pubmed:32203420|imex:IM-26436	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-25412137|imex:IM-26436-190	intact-miscore:0.35
uniprotkb:Q08965	uniprotkb:Q06287	uniprotkb:D6W3F3|intact:EBI-3683|uniprotkb:Q08965	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bms1_yeast(display_short)|psi-mi:Ribosome biogenesis protein BMS1(display_long)|uniprotkb:BMS1(gene name)|uniprotkb:YPL217C(locus name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26979023|emdb:EMD-0953|wwpdb:6LQT|imex:IM-28976-3	intact-miscore:0.7
uniprotkb:Q08965	uniprotkb:Q06287	uniprotkb:D6W3F3|intact:EBI-3683|uniprotkb:Q08965	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bms1_yeast(display_short)|psi-mi:Ribosome biogenesis protein BMS1(display_long)|uniprotkb:BMS1(gene name)|uniprotkb:YPL217C(locus name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Du Y. et al.(2020)	intact:EBI-26369201|pubmed:32943522|imex:IM-28976	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26979078|emdb:EMD-0952|wwpdb:6LQS|imex:IM-28976-5	intact-miscore:0.7
uniprotkb:Q08965	uniprotkb:Q06287	uniprotkb:D6W3F3|intact:EBI-3683|uniprotkb:Q08965	uniprotkb:E9P8U2|uniprotkb:D6VYI9|intact:EBI-11979|uniprotkb:Q06287	psi-mi:bms1_yeast(display_short)|psi-mi:Ribosome biogenesis protein BMS1(display_long)|uniprotkb:BMS1(gene name)|uniprotkb:YPL217C(locus name)	psi-mi:nep1_yeast(display_short)|psi-mi:Ribosomal RNA small subunit methyltransferase NEP1(display_long)|uniprotkb:EMG1(gene name)|uniprotkb:Essential for mitotic growth protein 1(gene name synonym)|uniprotkb:"18S rRNA (pseudouridine(1189)-N1)-methyltransferase"(gene name synonym)|uniprotkb:Nucleolar essential protein 1(gene name synonym)|uniprotkb:L9470.5(orf name)|uniprotkb:YLR186W(locus name)|uniprotkb:NEP1(gene name synonym)	psi-mi:"MI:0410"(3D electron microscopy)	Barandun J. et al.(2017)	intact:EBI-26493905|pubmed:28945246|imex:IM-29022	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-26995806|emdb:EMD-8859|wwpdb:5WLC|imex:IM-29022-1	intact-miscore:0.7
