Q5S007,Leucine-rich repeat serine/threonine-protein kinase 2,Homo sapiens,IPR056593|IPR036770|IPR011989|IPR016024|IPR056597|IPR056602|IPR032171|IPR057263|IPR011009|IPR001611|IPR003591|IPR032675|IPR027417|IPR000719|IPR017441|IPR020859|IPR008271|IPR051420|IPR005225|IPR015943|IPR036322,imex:IM-20537|imex:IM-26684|pubmed:24687852|pubmed:31046837
Q62925,Mitogen-activated protein kinase kinase kinase 1,Rattus norvegicus,IPR011989|IPR016024|IPR011009|IPR000719|IPR017441|IPR008271|IPR001841|IPR013083|IPR007527,imex:IM-22822|pubmed:25260751
Q676U5-1,Isoform 1 of Autophagy-related protein 16-1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-29997|pubmed:31015422
Q6DN90-2,Isoform 2 of IQ motif and SEC7 domain-containing protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q6K0P9,Pyrin and HIN domain-containing protein 1,Homo sapiens,IPR004020|IPR011029|IPR040205|IPR004021|IPR012340,imex:IM-23523|pubmed:25665578
Q6P4R8,Nuclear factor related to kappa-B-binding protein,Homo sapiens,IPR044867|IPR024867|IPR025220|IPR057748|IPR038106,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-23318|imex:IM-29278|pubmed:19615732|pubmed:25416956|pubmed:33961781
Q6PI98,INO80 complex subunit C,Homo sapiens,IPR029525|IPR013272,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q7K2G1,Proteasomal ubiquitin receptor ADRM1 homolog,Drosophila melanogaster,IPR044867|IPR006773|IPR044868|IPR038633|IPR032368|IPR038108,imex:IM-16524|imex:IM-28761|mint:MINT-5216804|pubmed:14605208|pubmed:37061542
Q7KZS0,SUMO-conjugating enzyme UBC9,Homo sapiens,IPR050113|IPR000608|IPR023313|IPR016135,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q7L5N1,COP9 signalosome complex subunit 6,Homo sapiens,IPR024969|IPR000555|IPR037518|IPR033859,imex:IM-12079|pubmed:19615732
Q7Z699,Sprouty-related, EVH1 domain-containing protein 1,Homo sapiens,IPR023337|IPR011993|IPR041937|IPR007875|IPR000697,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q86TP1,Exopolyphosphatase PRUNE1,Homo sapiens,IPR001667|IPR038763|IPR004097|IPR038222,imex:IM-30146|pubmed:37316325
Q86TP1-1,Isoform 1 of Exopolyphosphatase PRUNE1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q86WB0-2,Isoform 2 of Zinc finger C3HC-type protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8CG73,Protein fantom,Mus musculus,IPR021656|IPR000008|IPR035892|IPR041091|IPR031139,imex:IM-16529|pubmed:21565611
Q8GWE6,Enhanced ethylene response protein 5,Arabidopsis thaliana,IPR045114|IPR000717|IPR036388,imex:IM-20458|pubmed:19843313
Q8K0Q5,Rho GTPase-activating protein 18,Mus musculus,IPR057323|IPR008936|IPR000198|IPR060072,imex:IM-26436|pubmed:32203420
Q8N302,Angiogenic factor with G patch and FHA domains 1,Homo sapiens,IPR053027|IPR035624|IPR000253|IPR000467|IPR041591|IPR008984,imex:IM-30059|pubmed:39251607
Q8N6T3-3,Isoform 3 of ADP-ribosylation factor GTPase-activating protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8NBZ0,INO80 complex subunit E,Homo sapiens,IPR026678|IPR056515,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q8NI37,Protein phosphatase PTC7 homolog,Homo sapiens,IPR036457|IPR001932|IPR039123,imex:IM-25671|pubmed:28330616
Q8TAI7,GTPase RhebL1,Homo sapiens,IPR027417|IPR005225|IPR001806|IPR020849,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8TC29,Enkurin,Homo sapiens,IPR027012|IPR052102,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8TCF1-1,Isoform 1 of AN1-type zinc finger protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,Homo sapiens,IPR036412|IPR006384|IPR023214|IPR016965,imex:IM-25671|pubmed:28330616
Q8WUW1,Protein BRICK1,Homo sapiens,IPR033378,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8WV99,AN1-type zinc finger protein 2B,Homo sapiens,IPR035896|IPR003903|IPR057357|IPR000058,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WVV9-3,Isoform 3 of Heterogeneous nuclear ribonucleoprotein L-like,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8WYQ5,Microprocessor complex subunit DGCR8,Homo sapiens,IPR040375|IPR014720|IPR001202|IPR036020,imex:IM-30059|pubmed:39251607
Q92905,COP9 signalosome complex subunit 5,Homo sapiens,IPR040961|IPR000555|IPR050242|IPR037518,imex:IM-12079|pubmed:12082530|pubmed:19615732
Q944A6,Sucrose nonfermenting 4-like protein,Arabidopsis thaliana,IPR032640|IPR050511|IPR000644|IPR046342|IPR013783|IPR014756,imex:IM-30002|pubmed:39307424
Q96AQ1,Coiled-coil domain-containing protein 74A,Homo sapiens,IPR029422|IPR040370|IPR039496,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96EZ8,Microspherule protein 1,Homo sapiens,IPR000253|IPR037912|IPR025999|IPR008984,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96FW1,Ubiquitin thioesterase OTUB1,Homo sapiens,IPR003323|IPR016615|IPR038765|IPR019400|IPR042468|IPR042467,imex:IM-23897|pubmed:26752685
Q96JM7-2,Isoform 2 of Lethal(3)malignant brain tumor-like protein 3,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q96LY2,Coiled-coil domain-containing protein 74B,Homo sapiens,IPR029422|IPR040370|IPR039496,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96Q04,Serine/threonine-protein kinase LMTK3,Homo sapiens,IPR011009|IPR000719|IPR017441|IPR001245|IPR008266,imex:IM-29494|pubmed:35384245
Q96S59,Ran-binding protein 9,Homo sapiens,IPR001870|IPR043136|IPR013320|IPR013144|IPR024964|IPR006595|IPR006594|IPR003877|IPR035782|IPR050618,pubmed:12082530
Q99436,Proteasome subunit beta type-7,Homo sapiens,IPR029055|IPR000243|IPR024689|IPR016050|IPR001353|IPR023333,imex:IM-12193|pubmed:19490896
Q99460,26S proteasome non-ATPase regulatory subunit 1,Homo sapiens,IPR016642|IPR011989|IPR016024|IPR002015|IPR048570|IPR040623,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q99607,ETS-related transcription factor Elf-4,Homo sapiens,IPR000418|IPR046328|IPR022084|IPR036388|IPR036390,imex:IM-28767|pubmed:35140242
Q99666,RANBP2-like and GRIP domain-containing protein 5/6,Homo sapiens,IPR032023|IPR000237|IPR011993|IPR000156|IPR045255|IPR011990|IPR019734,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99933,BAG family molecular chaperone regulator 1,Homo sapiens,IPR039773|IPR036533|IPR003103|IPR000626|IPR029071,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99JI4,26S proteasome non-ATPase regulatory subunit 6,Mus musculus,IPR000717|IPR019585|IPR045135|IPR049549|IPR011990|IPR036390,imex:IM-24272|pubmed:26496610
Q9BR81,Brak nazwy,Homo sapiens,IPR031904,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9BRP4,Proteasomal ATPase-associated factor 1,Homo sapiens,IPR015943|IPR020472|IPR036322|IPR001680|IPR051179,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q9BSL1,Ubiquitin-associated domain-containing protein 1,Homo sapiens,IPR006636|IPR015940|IPR009060|IPR041926|IPR041927|IPR052476|IPR029071|IPR057650,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9BSL1-1,Isoform 1 of Ubiquitin-associated domain-containing protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9BSL1-2,Isoform 2 of Ubiquitin-associated domain-containing protein 1,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9BYV6,Tripartite motif-containing protein 55,Homo sapiens,IPR017903|IPR050617|IPR027370|IPR000315|IPR001841|IPR013083|IPR017907,doi:10.1242/jcs.233395|imex:IM-25805|pubmed:31391242
Q9BYZ2,L-lactate dehydrogenase A-like 6B,Homo sapiens,IPR001557|IPR011304|IPR018177|IPR022383|IPR001236|IPR015955|IPR036291,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9C086,INO80 complex subunit B,Homo sapiens,IPR029523|IPR006880|IPR007529,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9FVU9,COP9 signalosome complex subunit 5b,Arabidopsis thaliana,IPR040961|IPR000555|IPR050242|IPR037518,imex:IM-16043|pubmed:21798944
Q9FXT4,Alpha-galactosidase,Oryza sativa subsp. japonica,IPR013785|IPR017853|IPR002241|IPR000111|IPR013780|IPR041233,pubmed:12684538
Q9H078,Mitochondrial disaggregase,Homo sapiens,IPR003593|IPR002110|IPR036770|IPR003959|IPR019489|IPR001270|IPR050130|IPR027417,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q9H078-2,Isoform 2 of Mitochondrial disaggregase,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9H1Y0,Autophagy protein 5,Homo sapiens,IPR007239|IPR048940|IPR042526|IPR048939|IPR042527|IPR048318,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q9H981,Actin-related protein 8,Homo sapiens,IPR004000|IPR043129,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H9F9,Actin-related protein 5,Homo sapiens,IPR004000|IPR004001|IPR043129,doi:10.1016/j.cell.2021.04.011|imex:IM-24272|imex:IM-29278|pubmed:26496610|pubmed:33961781
Q9HB71-1,Isoform 1 of Calcyclin-binding protein,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9HB71-3,Isoform 3 of Calcyclin-binding protein,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9NRY4,Rho GTPase-activating protein 35,Homo sapiens,IPR002713|IPR036517|IPR057284|IPR027417|IPR039007|IPR051978|IPR008936|IPR032835|IPR000198|IPR045786|IPR039006|IPR001806,imex:IM-26436|pubmed:32203420
Q9SCY5,SNF1-related protein kinase regulatory subunit beta-2,Arabidopsis thaliana,IPR032640|IPR006828|IPR037256|IPR013783|IPR014756|IPR043554,imex:IM-30002|pubmed:39307424
Q9UF33,Ephrin type-A receptor 6,Homo sapiens,IPR042746|IPR027936|IPR034280|IPR001090|IPR050449|IPR003961|IPR036116|IPR008979|IPR009030|IPR013783|IPR011009|IPR000719|IPR017441|IPR001660|IPR013761|IPR001245|IPR011641|IPR008266|IPR020635|IPR016257|IPR001426,imex:IM-29494|pubmed:35384245
Q9UI08-2,Isoform 1 of Ena/VASP-like protein,Homo sapiens,Brak InterPro kodów dla tego białka.,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UK80,Ubiquitin carboxyl-terminal hydrolase 21,Homo sapiens,IPR038765|IPR001394|IPR050185|IPR028889|IPR018200,doi:10.1016/j.celrep.2020.108050|imex:IM-12079|imex:IM-28217|pubmed:19615732|pubmed:32814053
Q9UKE5,TRAF2 and NCK-interacting protein kinase,Homo sapiens,IPR001180|IPR011009|IPR000719|IPR017441|IPR008271|IPR051700,pubmed:17353931
Q9ULG1,Chromatin-remodeling ATPase INO80,Homo sapiens,IPR020838|IPR031047|IPR014001|IPR001650|IPR050520|IPR027417|IPR038718|IPR049730|IPR000330,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9ULX5,RING finger protein 112,Homo sapiens,IPR030386|IPR015894|IPR027417|IPR018957|IPR001841|IPR013083,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,Homo sapiens,IPR000717|IPR054179|IPR035298|IPR036390,doi:10.1016/j.cell.2021.04.011|imex:IM-12193|imex:IM-29278|pubmed:19490896|pubmed:33961781
Q9UNS2,COP9 signalosome complex subunit 3,Homo sapiens,IPR055089|IPR050756|IPR048621|IPR000717|IPR036390,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9W2D6,Mitochondrial import inner membrane translocase subunit Tim10,Drosophila melanogaster,IPR004217|IPR035427,imex:IM-16524|mint:MINT-5216804|pubmed:14605208
Q9W325,HECT-type E3 ubiquitin transferase,Drosophila melanogaster,IPR050409|IPR000569|IPR035983,imex:IM-16524|mint:MINT-5216804|pubmed:14605208
Q9WTM5,RuvB-like 2,Mus musculus,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,imex:IM-24272|pubmed:26496610
Q9Y230,RuvB-like 2,Homo sapiens,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y265,RuvB-like 1,Homo sapiens,IPR003593|IPR027417|IPR027238|IPR041048|IPR042487|IPR010339,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y281-1,Isoform CFL2b of Cofilin-2,Homo sapiens,Brak InterPro kodów dla tego białka.,imex:IM-30146|pubmed:37316325
Q9Y2K6,Ubiquitin carboxyl-terminal hydrolase 20,Homo sapiens,IPR035927|IPR038765|IPR006615|IPR001394|IPR050185|IPR028889|IPR018200|IPR013083|IPR001607,imex:IM-12079|pubmed:19615732
Q9Y4K3,TNF receptor-associated factor 6,Homo sapiens,IPR002083|IPR012227|IPR008974|IPR049342|IPR037309|IPR027139|IPR041310|IPR001841|IPR013083|IPR017907|IPR001293,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q9Y613,FH1/FH2 domain-containing protein 1,Homo sapiens,IPR011989|IPR016024|IPR015425|IPR042201|IPR056771|IPR041387|IPR014768,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y6E3,26S proteasome non-ATPase regulatory subunit 13,Homo sapiens,IPR000717|IPR054179|IPR035298|IPR036390,imex:IM-12079|pubmed:19615732
chebi:"CHEBI:17283"
intact:EBI-25894571
