PartnerUniProtID,Publications
Q8N302,imex:IM-30059|pubmed:39251607
Q8N5P1,imex:IM-30059|pubmed:39251607
Q8N6T3-3,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8NB78,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-24272|imex:IM-29278|pubmed:19615732|pubmed:26496610|pubmed:27705803|pubmed:33961781
Q8NBZ0,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q8NI37,imex:IM-25671|pubmed:28330616
Q8TAI7,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8TC29,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8TCF1-1,imex:IM-30146|pubmed:37316325
Q8TCT1,imex:IM-25671|pubmed:28330616
Q8TEX9,imex:IM-12079|pubmed:19615732
Q8WTW3,imex:IM-24272|pubmed:26496610
Q8WUW1,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8WV99,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q8WVV9-3,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q8WYQ5,imex:IM-30059|pubmed:39251607
Q8ZA28,imex:IM-13779|pubmed:20711500
Q92905,imex:IM-12079|pubmed:12082530|pubmed:19615732
Q944A6,imex:IM-30002|pubmed:39307424
Q969H0,doi:10.1016/j.cell.2022.04.014|imex:IM-29493|pubmed:35512704
Q96AQ1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96DN6,imex:IM-21659|pubmed:27705803
Q96EZ8,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96FW1,imex:IM-23897|pubmed:26752685
Q96HN2,imex:IM-12079|pubmed:19615732
Q96HS1,imex:IM-21659|pubmed:27705803
Q96JM7-2,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q96K37,imex:IM-24272|pubmed:26496610
Q96LY2,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q96N21,imex:IM-24272|pubmed:26496610
Q96Q04,imex:IM-29494|pubmed:35384245
Q96S59,pubmed:12082530
Q99436,imex:IM-12193|pubmed:19490896
Q99460,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q99581,imex:IM-28767|pubmed:35140242
Q99598,imex:IM-24272|pubmed:26496610
Q99607,imex:IM-28767|pubmed:35140242
Q99666,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99933,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q99JI4,imex:IM-24272|pubmed:26496610
Q9BQE3,imex:IM-21659|pubmed:27705803
Q9BR81,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9BRG1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9BRP4,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q9BSL1,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9BSL1-1,imex:IM-30146|pubmed:37316325
Q9BSL1-2,imex:IM-30146|pubmed:37316325
Q9BXK1,imex:IM-28767|pubmed:35140242
Q9BYV6,doi:10.1242/jcs.233395|imex:IM-25805|pubmed:31391242
Q9BYZ2,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9C086,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9C0C9,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-21659|imex:IM-29278|pubmed:19615732|pubmed:27705803|pubmed:33961781
Q9C0F0,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9FVU9,imex:IM-16043|pubmed:21798944
Q9FXT4,pubmed:12684538
Q9H078,doi:10.1016/j.cell.2021.04.011|imex:IM-12079|imex:IM-29278|pubmed:19615732|pubmed:33961781
Q9H078-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9H0Y0,imex:IM-30012|pubmed:34524948
Q9H1Y0,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q9H773,imex:IM-24272|pubmed:26496610
Q9H981,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9H9F9,doi:10.1016/j.cell.2021.04.011|imex:IM-24272|imex:IM-29278|pubmed:26496610|pubmed:33961781
Q9HB71-1,imex:IM-30146|pubmed:37316325
Q9HB71-3,imex:IM-30146|pubmed:37316325
Q9HC77,imex:IM-24272|pubmed:26496610
Q9HD26,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9HD26-2,doi:10.1038/nature22366|imex:IM-25778|pubmed:28514442
Q9NRY4,imex:IM-26436|pubmed:32203420
Q9P035,imex:IM-21659|pubmed:27705803
Q9P267,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9R1T4,imex:IM-24272|pubmed:26496610
Q9SCY5,imex:IM-30002|pubmed:39307424
Q9UF33,imex:IM-29494|pubmed:35384245
Q9UI08-2,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UJX3,imex:IM-12079|pubmed:19615732
Q9UK80,doi:10.1016/j.celrep.2020.108050|imex:IM-12079|imex:IM-28217|pubmed:19615732|pubmed:32814053
Q9UKE5,pubmed:17353931
Q9ULG1,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9ULV8,doi:10.15252/msb.20156660|imex:IM-25015|pubmed:27107012
Q9ULX5,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UNM6,doi:10.1016/j.cell.2021.04.011|imex:IM-12193|imex:IM-29278|pubmed:19490896|pubmed:33961781
Q9UNS2,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
Q9UQM7,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9W2D6,imex:IM-16524|mint:MINT-5216804|pubmed:14605208
Q9W325,imex:IM-16524|mint:MINT-5216804|pubmed:14605208
Q9WTM5,imex:IM-24272|pubmed:26496610
Q9Y230,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y265,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y281-1,imex:IM-30146|pubmed:37316325
Q9Y2K6,imex:IM-12079|pubmed:19615732
Q9Y4K3,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:17353931|pubmed:32814053
Q9Y5Z7,doi:10.1016/j.cell.2021.04.011|imex:IM-21659|imex:IM-29278|pubmed:27705803|pubmed:33961781
Q9Y613,doi:10.1016/j.cell.2021.04.011|imex:IM-29278|pubmed:33961781
Q9Y6E3,imex:IM-12079|pubmed:19615732
"chebi:""CHEBI:17283""",imex:IM-15829|pubmed:23416715
intact:EBI-25894571,doi:10.1016/j.celrep.2020.108050|imex:IM-28217|pubmed:32814053
intact:EBI-8762634,imex:IM-21433|pubmed:23706739
